name,photo_light,light_type,lighting,background_type,image_sharpness,background_sharpness,view,object_view,multiplicity,object_shot,light_source,environment_busyness,environment,water,sky,object_background,stands_on,structures,natural_environment,,location,time,weather,object_property_1,object_property_2,object_property_3,object_property_4,object_property_5,activity,action,age,age_of_living,airplane_type,bicycle_type,bird_type,boat_type,bottle_type,bus_type,car_type,chair_type,motorbike_type,plant_type,train_type,monitor_type,human_emotion
2007_013786,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,,no,gray/sunny/cloudy,different,road,,,,outside,evening,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,long_trip,,,,,,,
2007_013841,normal,natural,uniform,artificial,sharp,sharp,detail,side,single,partial,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,laying,leisure,,young,,,,,,,,,,,,,
2007_013848,normal,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,,no,,different,train_tracks,,,,inside,day,,has_wheels,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,locomotive,,
2007_013861,normal,natural,uniform,natural,sharp,sharp,close,front,single,full,diffuse,vacant,,yes,gray,different,water,,,,outside,day,clear,,hard,smooth,,multi_color,anchored,,contemporary,,,,,cruise,,,,,,,,,
2007_013872,normal,natural,uniform,natural,sharp,sharp,middle,side,single,full,diffuse,vacant,,yes,,different,natural,,beach,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,walking,leisure,,middle,,,,,,,,,,,,,
2007_013917,normal,natural,uniform,artificial,sharp,sharp,close,side/top,single,partial,diffuse,vacant,trees/grass,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,sedan,,,,,,
2007_013957,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,buildings/trees/grass,no,blue/cloudy,different,road,rural,,,outside,day,clear,has_wheels,hard,smooth,,single_color,parked,,historical,,,,,,,,,,,,locomotive,,
2007_013991,normal,natural,uniform,artificial,sharp,sharp,close,side/bottom,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2007_014033,normal,natural,uniform,artificial,sharp,sharp,middle,back,multiple,full,diffuse,vacant,buildings,no,,different,road,single_building,,,outside,day,clear,has_legs,soft,,has_hair,single_color,walking,,,middle,,,,,,,,,,,,,
2007_014052,normal,natural,shadows,natural,sharp,sharp,middle,side,single,full,point,vacant,,no,blue,different,,,,,outside,day,clear,has_wings,hard,smooth,,multi_color,flying,,contemporary,,military,,,,,,,,,,,,
2007_014112,normal,natural,shadows,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,fuzzy,,single_color,,,,middle,,,,,,,,,,,,,
2007_014121,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,point,vacant,,no,,different,,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,flower,,,
2007_014143,normal,artificial,uniform,artificial,sharp,fuzzy,close,side/back,single,full,point,vacant,trees,no,,different,,,,,outside,evening,clear,has_legs,soft,,has_feathers,multi_color,standing,,,middle,,,wild,,,,,,,,,,
2007_014189,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,grass,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,,multi_color,standing,,,middle,,,,,,,,,,,,,
2007_014190,normal,natural,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,busy,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer/flat,
2007_014193,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,,computer/old,
2007_014241,normal,natural,uniform,natural,sharp,sharp,close,front/top,single,full,diffuse,vacant,grass,yes,,different,water,,,,outside,day,clear,has_floats,soft,smooth,,multi_color,anchored,,contemporary,,,,,transport,,,,,,,,,
2007_014275,normal,natural,uniform,artificial,sharp,sharp,close,front,single,partial,diffuse,vacant,grass,no,,different,road,,,,outside,day,clear,,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,,,travel,,,,
2007_014281,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,partial,diffuse,vacant,trees,no,,different,train_tracks,,forest,,outside,day,clear,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,locomotive/passenger,,
2007_014380,normal,natural,uniform,artificial,sharp,fuzzy,close,front,single,full,diffuse,busy,grass,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,travel,,,,
2007_014392,normal,natural,shadows,artificial,sharp,sharp,middle,side/top/front,multiple,partial,point,busy,,no,,similar,,,,,inside,day,,,soft,smooth,,multi_color,standing,,contemporary,,,,,,,,,armchair,,,,,
2007_014405,normal,natural,shadows,artificial,sharp,sharp,middle,front/top,single,full,diffuse,busy,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,,
2007_014468,normal,natural,uniform,artificial,sharp,fuzzy,detail,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,soda,,,,,,,,
2007_014483,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,partial,diffuse,vacant,buildings/trees,no,blue,different,natural,urban/single_building,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,passenger/electric,,
2007_014510,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer/flat,
2007_014538,normal,natural,uniform,natural,sharp,fuzzy,middle,side/front,single,full,diffuse,vacant,trees,no,gray,different,,,,,outside,day,clear,has_legs,soft,,has_hair,multi_color,riding,sport,,middle,,,,,,,,,,,,,
2007_014558,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,diffuse,vacant,,no,,different,,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2007_014644,normal,natural,uniform,natural,sharp,sharp,close,side/front,single,partial,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2007_014649,normal,natural,shadows,artificial,sharp,sharp,middle,side,multiple,full,diffuse,vacant,buildings,no,,different,train_tracks,rural/single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,passenger,,
2007_014712,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,,different,,,,,inside,,,,soft,,has_hair,multi_color,sitting,leisure,,middle,,,,,,,,,,,,,neutral
2007_014722,normal,natural,uniform,artificial,sharp,sharp,middle,front,single,full,point,busy,,no,,different,natural,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2007_014856,normal,natural,uniform,artificial,sharp,fuzzy,detail,front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,sitting,leisure,,young,,,,,,,,,,,,,
2007_014866,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2007_014902,normal,natural,uniform,natural,sharp,sharp,close,side,multiple,partial,diffuse,vacant,grass,no,,different,,,fields,,outside,day,clear,,soft,fuzzy,has_hair/has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2007_014969,normal,natural,shadows,natural,sharp,sharp,middle,side,single,full,point,vacant,grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_fur,multi_color,standing/eating,,,middle,,,,,,,,,,,,,
2007_015058,normal,natural,uniform,natural,sharp,fuzzy,far,side/front,single,full,diffuse,vacant,,no,gray,different,natural,,,,outside,day,fog_dust,has_legs,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2007_015074,normal,natural,uniform,artificial,sharp,sharp,middle,side/back,single,full,diffuse,vacant,buildings,yes,,different,water,urban/single_building,,,outside,day,clear,,hard,smooth,,multi_color,anchored,,contemporary,,,,,transport,,,,,,,,,
2007_015107,normal,natural,uniform,artificial,sharp,sharp,middle,side,single,full,diffuse,vacant,bushes/grass,yes,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,sports,,,,,,,,,,,
2007_015114,normal,natural,uniform,natural,sharp,sharp,middle,front,single,full,diffuse,busy,trees,no,,different,,,,,outside,day,clear,has_legs,soft,,,multi_color,riding,leisure,,middle,,,,,,,,,,,,,neutral
2007_015149,normal,artificial,uniform,artificial,sharp,sharp,close,front/top,multiple,full,diffuse,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,single_color,standing,,,young,,,,,,,,,,,,,
2007_015173,normal,natural,uniform,artificial,sharp,fuzzy,close,front,single,full,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing/laying,,contemporary,,,,,,,,,,sports,,,,
2007_015281,normal,natural,uniform,natural,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,sports,,,,,,,,,,,
2007_015294,normal,artificial,uniform,artificial,sharp,sharp,detail,front,single,partial,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,laying,,contemporary,,,,,,soda,,,,,,,,
2007_015296,underexposed,artificial,uniform,artificial,sharp,sharp,close,side,single,partial,point,vacant,buildings,no,,similar,,single_building,,,outside,night,clear,,,smooth,,single_color,,,contemporary,,,,,,,,sedan,,,,,,
2007_015304,normal,artificial,uniform,artificial,sharp,sharp,close,front,single,full,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,,,contemporary,,,,,,soda,,,,,,,,
2007_015331,normal,natural,uniform,natural,sharp,fuzzy,close,side/front,single,full,diffuse,vacant,grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_hair/has_fur,multi_color,walking,,,middle,,,,,,,,,,,,,
2007_015354,normal,natural,uniform,natural,sharp,sharp,middle,side/back,single,full,diffuse,vacant,trees,no,blue,different,natural,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,travel,,,,
2007_015358,normal,natural,uniform,natural,sharp,sharp,very_far,side/bottom,single,full,diffuse,vacant,,no,gray,different,,,,,outside,day,clear,has_wings,hard,smooth,,single_color,flying,,contemporary,,military,,,,,,,,,,,,
2007_015428,normal,artificial,uniform,artificial,sharp,sharp,detail,front/top,single,partial,point,vacant,,no,,different,,,,,inside,,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,wine,,,,,,,,
2007_015460,normal,artificial,uniform,artificial,sharp,sharp,close,side,single,full,point,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,standing,,,middle,,,,,,,,,,,,,
2007_015469,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,busy,grass,no,,different,,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,standing,,,middle,,,,,,,,,,,,,
2007_015509,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,busy,buildings/trees,no,blue/cloudy,different,road,rural/single_building,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,parked,,contemporary,,passenger,,,,,,,,,,,,
2007_015547,normal,natural,uniform,artificial,sharp,sharp,close,side/front,single,full,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,middle,,,,,,,,,,,,,
2007_015600,normal,natural,uniform,artificial,sharp,fuzzy,middle,back,single,full,diffuse,vacant,grass,no,,different,road,,,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,parked,,contemporary,,personal,,,,,,,,,,,,
2007_015608,normal,natural,uniform,natural,sharp,sharp,close,side,single,partial,diffuse,busy,trees/grass,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,travel,,,,
2007_015626,normal,natural,shadows,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,,no,blue,different,train_tracks,,,,outside,day,clear,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,passenger,,
2007_015689,normal,natural,shadows,artificial,sharp,sharp,close,side/front,single,partial,diffuse,vacant,buildings,no,blue,different,road,rural/single_building,,,outside,day,clear,,hard,smooth,,multi_color,standing,,old,,,,,,,,,,,,locomotive,,
2007_015696,normal,artificial,uniform,artificial,sharp,sharp,detail,front/top,single,full,point,vacant,,no,,different,,,,,inside,,,has_legs,soft,fuzzy,has_fur,multi_color,laying,,,young,,,,,,,,,,,,,
2007_015705,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,yes,gray,different,water,,,,outside,day,fog_dust,,hard,smooth,,multi_color,anchored,,contemporary,,,,,transport,,,,,,,,,
2007_015759,normal,natural,uniform,artificial,sharp,fuzzy,far,side,single,full,diffuse,vacant,bushes/grass,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,sports,,,,
2007_015803,normal,natural,shadows,artificial,sharp,sharp,close,side/top,single,full,point,vacant,,no,,similar,,,,,inside,day,,has_legs,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2007_015813,normal,natural,uniform,artificial,sharp,sharp,middle,front,multiple,full,diffuse,vacant,buildings,no,,different,,single_building,,,outside,day,clear,,,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,flower,,,
2007_015828,normal,natural,uniform,natural,sharp,sharp,close,side,single,full,diffuse,vacant,trees,no,gray,different,,,forest,,outside,day,clear,has_wheels/has_wings,hard,smooth,,multi_color,landing_taking_off,,contemporary,,military,,,,,,,,,,,,
2007_015844,normal,artificial,uniform,artificial,sharp,sharp,close,side/back,multiple,full,diffuse,busy,,no,,similar,,,,,inside,,,has_legs,hard,smooth,,single_color,standing,,contemporary,,,,,,,,,table,,,,,
2007_015845,normal,natural,uniform,natural,sharp,sharp,close,front/top,single,partial,diffuse,vacant,bushes,no,,different,natural,,,,outside,day,clear,,soft,fuzzy,has_fur,multi_color,,,,middle,,,,,,,,,,,,,
2007_015857,normal,natural,shadows,artificial,sharp,sharp,middle,front,single,full,diffuse,busy,,no,,different,,,,,inside,day,,,,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,decorative,,,
2007_015911,normal,natural,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,vacant,buildings,no,,different,road,single_building,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,contemporary,,,,,,,city,,,,,,,
2007_015915,normal,natural,uniform,natural,sharp,sharp,middle,side,multiple,full,diffuse,vacant,grass,no,,different,natural,,fields,,outside,day,clear,has_legs,soft,fuzzy,has_fur,single_color,standing,,,young,,,,,,,,,,,,,
2007_015978,normal,natural,uniform,artificial,fuzzy,fuzzy,middle,side/front,single,partial,diffuse,vacant,,no,,different,road,,,,outside,day,clear,has_wheels,hard,smooth,,multi_color,standing,,old,,,,,,,city,,,,,,,
2007_016028,underexposed,natural,uniform,artificial,sharp,sharp,far,side/front,single,full,diffuse,vacant,,no,,similar,,,,,inside,evening,,has_wheels,hard,smooth,,single_color,,,contemporary,,,sports,,,,,,,,,,,
2007_016035,underexposed,natural,uniform,artificial,sharp,sharp,far,side,single,full,diffuse,vacant,,no,,different,road,,,,outside,evening,clear,has_wheels,hard,smooth,,multi_color,parked,,contemporary,,,,,,,,family,,,,,,
2007_016046,normal,natural,uniform,artificial,sharp,fuzzy,middle,side,single,full,diffuse,vacant,buildings,yes,gray,different,water,urban,,,outside,day,clear,,,smooth,,multi_color,sailing,,contemporary,,,,,,,,,,,,,,
2007_016076,normal,natural,shadows,artificial,sharp,sharp,middle,side,single,full,point,vacant,,no,,different,,,,,outside,day,clear,has_legs,soft,,,multi_color,sitting,,,middle,,,pet,,,,,,,,,,
2007_016086,normal,natural,uniform,artificial,sharp,sharp,close,side,single,partial,diffuse,busy,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,wine,,,,,,,,
2007_016117,normal,natural,uniform,artificial,sharp,sharp,detail,side/front,single,partial,diffuse,vacant,,no,,different,,,,,outside,day,clear,,soft,,has_hair,multi_color,,,,child,,,,,,,,,,,,,neutral
2007_016171,normal,natural,uniform,artificial,sharp,sharp,close,side/front/bottom,single,partial,diffuse,vacant,,no,,different,,,,,inside,day,,,soft,,,multi_color,laying,leisure,,middle,,,,,,,,,,,,,neutral
2007_016241,underexposed,artificial,uniform,artificial,sharp,sharp,close,side/top,single,partial,point,busy,,no,,similar,,,,,inside,,,has_legs,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,table,,,,,
2007_016260,normal,natural,shadows,artificial,sharp,sharp,detail,top,single,full,point,busy,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,has_fur,multi_color,laying,leisure,,middle,,,,,,,,,,,,,
2007_016277,normal,artificial,uniform,artificial,sharp,sharp,close,side/front/top,single,full,diffuse,vacant,,no,,different,,,,,inside,,,has_wheels,hard,smooth,,multi_color,standing,,new,,,,,,,,sports,,,,,,
2007_016348,normal,natural,uniform,artificial,sharp,sharp,middle,side/front,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,,hard,smooth,,multi_color,standing,,contemporary,,,,,,,,,,,,,computer/flat,
2007_016364,normal,natural,uniform,natural,sharp,fuzzy,close,side,single,partial,diffuse,busy,grass,no,blue/cloudy,different,natural,,,,outside,day,clear,,soft,fuzzy,has_hair,multi_color,standing,,,middle,,,,,,,,,,,,,
2007_016373,normal,natural,shadows,artificial,sharp,sharp,middle,side/front,single,partial,point,vacant,,no,,different,,,,,inside,day,,,soft,smooth,,single_color,standing,,contemporary,,,,,,,,,,,,,,
2007_016444,normal,natural,uniform,artificial,sharp,sharp,middle,side/back/top,single,full,diffuse,vacant,,no,,different,,,,,inside,day,,has_legs,soft,fuzzy,,multi_color,sitting,,,middle,,,,,,,,,,,,,
